Source file: STIRRER  LEFT.dnl
Date: 01.03.2020
Time: 15:13
User name: MASTERDRIVES VC(CUVC)
Device type: MASTERDRIVES VC(CUVC)
SW version: 03.4
Bus address: 0
;;;;
MFLB: 6SE70 .. [18] 21-3E.6.                        
Converter supply voltage: 415 V
Converter current(n): 13.2 A
Converter power(n): 5.5 kW
Date of generation: 20.1.2005
Operating hours: 540.3.3052

;Basic board;Slot A;Slot C;Slot D;Slot E;Slot F;Slot G
U487;PreTrigger;005;Channel 5;0 %
U487;PreTrigger;006;Channel 6;0 %
U487;PreTrigger;007;Channel 7;0 %
U487;PreTrigger;008;Channel 8;0 %
U488;TraceStatusStart;001;Channel 1;[0] Trace stop 
U488;TraceStatusStart;002;Channel 2;[0] Trace stop 
U488;TraceStatusStart;003;Channel 3;[0] Trace stop 
U488;TraceStatusStart;004;Channel 4;[0] Trace stop 
U488;TraceStatusStart;005;Channel 5;[0] Trace stop 
U488;TraceStatusStart;006;Channel 6;[0] Trace stop 
U488;TraceStatusStart;007;Channel 7;[0] Trace stop 
U488;TraceStatusStart;008;Channel 8;[0] Trace stop 
U489;S.BTriggerInput;001;Channel 1;B0  FixBinector 0 
U489;S.BTriggerInput;002;Channel 2;B0  FixBinector 0 
U489;S.BTriggerInput;003;Channel 3;B0  FixBinector 0 
U489;S.BTriggerInput;004;Channel 4;B0  FixBinector 0 
U489;S.BTriggerInput;005;Channel 5;B0  FixBinector 0 
U489;S.BTriggerInput;006;Channel 6;B0  FixBinector 0 
U489;S.BTriggerInput;007;Channel 7;B0  FixBinector 0 
U489;S.BTriggerInput;008;Channel 8;B0  FixBinector 0 
U490;Trace D-BlockNo.;001;Channel 1;0 
U490;Trace D-BlockNo.;002;Channel 2;0 
U490;Trace D-BlockNo.;003;Channel 3;0 
U490;Trace D-BlockNo.;004;Channel 4;0 
U490;Trace D-BlockNo.;005;Channel 5;0 
U490;Trace D-BlockNo.;006;Channel 6;0 
U490;Trace D-BlockNo.;007;Channel 7;0 
U490;Trace D-BlockNo.;008;Channel 8;0 
n491;TraceData Ch1;001;Channel 8;0 
n491;TraceData Ch1;002;Channel 8;25856 
n491;TraceData Ch1;003;Channel 8;0 
n491;TraceData Ch1;004;Channel 8;1 
n491;TraceData Ch1;005;Channel 8;22324 
n491;TraceData Ch1;006;Channel 8;8196 
n491;TraceData Ch1;007;Channel 8;11536 
n491;TraceData Ch1;008;Channel 8;15017 
n491;TraceData Ch1;009;Channel 8;40063 
n491;TraceData Ch1;010;Channel 8;13824 
n491;TraceData Ch1;011;Channel 8;56480 
n491;TraceData Ch1;012;Channel 8;15012 
n491;TraceData Ch1;013;Channel 8;0 
n491;TraceData Ch1;014;Channel 8;4688 
n491;TraceData Ch1;015;Channel 8;12800 
n491;TraceData Ch1;016;Channel 8;0 
n491;TraceData Ch1;017;Channel 8;557 
n491;TraceData Ch1;018;Channel 8;2785 
n491;TraceData Ch1;019;Channel 8;2560 
n491;TraceData Ch1;020;Channel 8;1 
n491;TraceData Ch1;021;Channel 8;1 
n491;TraceData Ch1;022;Channel 8;1 
n491;TraceData Ch1;023;Channel 8;1804 
n491;TraceData Ch1;024;Channel 8;14 
n491;TraceData Ch1;025;Channel 8;1 
n491;TraceData Ch1;026;Channel 8;0 
n491;TraceData Ch1;027;Channel 8;65522 
n491;TraceData Ch1;028;Channel 8;0 
n491;TraceData Ch1;029;Channel 8;4543 
n491;TraceData Ch1;030;Channel 8;15010 
n491;TraceData Ch1;031;Channel 8;200 
n491;TraceData Ch1;032;Channel 8;415 
n491;TraceData Ch1;033;Channel 8;5000 
n491;TraceData Ch1;034;Channel 8;1500 
n491;TraceData Ch1;035;Channel 8;3960 
n491;TraceData Ch1;036;Channel 8;0 
n491;TraceData Ch1;037;Channel 8;0 
n491;TraceData Ch1;038;Channel 8;0 
n491;TraceData Ch1;039;Channel 8;0 
n491;TraceData Ch1;040;Channel 8;0 
n491;TraceData Ch1;041;Channel 8;0 
n491;TraceData Ch1;042;Channel 8;0 
n491;TraceData Ch1;043;Channel 8;0 
n491;TraceData Ch1;044;Channel 8;0 
n491;TraceData Ch1;045;Channel 8;0 
n491;TraceData Ch1;046;Channel 8;0 
n491;TraceData Ch1;047;Channel 8;0 
n491;TraceData Ch1;048;Channel 8;0 
n491;TraceData Ch1;049;Channel 8;0 
n491;TraceData Ch1;050;Channel 8;0 
n491;TraceData Ch1;051;Channel 8;0 
n491;TraceData Ch1;052;Channel 8;0 
n491;TraceData Ch1;053;Channel 8;0 
n491;TraceData Ch1;054;Channel 8;0 
n491;TraceData Ch1;055;Channel 8;0 
n491;TraceData Ch1;056;Channel 8;0 
n491;TraceData Ch1;057;Channel 8;0 
n491;TraceData Ch1;058;Channel 8;0 
n491;TraceData Ch1;059;Channel 8;0 
n491;TraceData Ch1;060;Channel 8;0 
n491;TraceData Ch1;061;Channel 8;0 
n491;TraceData Ch1;062;Channel 8;0 
n491;TraceData Ch1;063;Channel 8;0 
n491;TraceData Ch1;064;Channel 8;0 
n491;TraceData Ch1;065;Channel 8;0 
n491;TraceData Ch1;066;Channel 8;0 
n491;TraceData Ch1;067;Channel 8;0 
n491;TraceData Ch1;068;Channel 8;0 
n491;TraceData Ch1;069;Channel 8;0 
n491;TraceData Ch1;070;Channel 8;0 
n491;TraceData Ch1;071;Channel 8;0 
n491;TraceData Ch1;072;Channel 8;0 
n491;TraceData Ch1;073;Channel 8;0 
n491;TraceData Ch1;074;Channel 8;0 
n491;TraceData Ch1;075;Channel 8;0 
n491;TraceData Ch1;076;Channel 8;0 
n491;TraceData Ch1;077;Channel 8;0 
n491;TraceData Ch1;078;Channel 8;0 
n491;TraceData Ch1;079;Channel 8;0 
n491;TraceData Ch1;080;Channel 8;0 
n491;TraceData Ch1;081;Channel 8;0 
n491;TraceData Ch1;082;Channel 8;0 
n491;TraceData Ch1;083;Channel 8;0 
n491;TraceData Ch1;084;Channel 8;0 
n491;TraceData Ch1;085;Channel 8;0 
n491;TraceData Ch1;086;Channel 8;0 
n491;TraceData Ch1;087;Channel 8;0 
n491;TraceData Ch1;088;Channel 8;0 
n491;TraceData Ch1;089;Channel 8;0 
n491;TraceData Ch1;090;Channel 8;0 
n491;TraceData Ch1;091;Channel 8;0 
n491;TraceData Ch1;092;Channel 8;0 
n491;TraceData Ch1;093;Channel 8;0 
n491;TraceData Ch1;094;Channel 8;0 
n491;TraceData Ch1;095;Channel 8;0 
n491;TraceData Ch1;096;Channel 8;0 
n491;TraceData Ch1;097;Channel 8;0 
n491;TraceData Ch1;098;Channel 8;0 
n491;TraceData Ch1;099;Channel 8;0 
n491;TraceData Ch1;100;Channel 8;0 
n492;TraceData Ch2;001;Channel 8;0 
n492;TraceData Ch2;002;Channel 8;25856 
n492;TraceData Ch2;003;Channel 8;0 
n492;TraceData Ch2;004;Channel 8;1 
n492;TraceData Ch2;005;Channel 8;22324 
n492;TraceData Ch2;006;Channel 8;8196 
n492;TraceData Ch2;007;Channel 8;11536 
n492;TraceData Ch2;008;Channel 8;15017 
n492;TraceData Ch2;009;Channel 8;40063 
n492;TraceData Ch2;010;Channel 8;13824 
n492;TraceData Ch2;011;Channel 8;56480 
n492;TraceData Ch2;012;Channel 8;15012 
n492;TraceData Ch2;013;Channel 8;0 
n492;TraceData Ch2;014;Channel 8;4688 
n492;TraceData Ch2;015;Channel 8;12800 
n492;TraceData Ch2;016;Channel 8;0 
n492;TraceData Ch2;017;Channel 8;557 
n492;TraceData Ch2;018;Channel 8;2785 
n492;TraceData Ch2;019;Channel 8;2560 
n492;TraceData Ch2;020;Channel 8;1 
n492;TraceData Ch2;021;Channel 8;1 
n492;TraceData Ch2;022;Channel 8;1 
n492;TraceData Ch2;023;Channel 8;1804 
n492;TraceData Ch2;024;Channel 8;14 
n492;TraceData Ch2;025;Channel 8;1 
n492;TraceData Ch2;026;Channel 8;0 
n492;TraceData Ch2;027;Channel 8;65522 
n492;TraceData Ch2;028;Channel 8;0 
n492;TraceData Ch2;029;Channel 8;4543 
n492;TraceData Ch2;030;Channel 8;15010 
n492;TraceData Ch2;031;Channel 8;200 
n492;TraceData Ch2;032;Channel 8;415 
n492;TraceData Ch2;033;Channel 8;5000 
n492;TraceData Ch2;034;Channel 8;1500 
n492;TraceData Ch2;035;Channel 8;3960 
n492;TraceData Ch2;036;Channel 8;0 
n492;TraceData Ch2;037;Channel 8;0 
n492;TraceData Ch2;038;Channel 8;0 
n492;TraceData Ch2;039;Channel 8;0 
n492;TraceData Ch2;040;Channel 8;0 
n492;TraceData Ch2;041;Channel 8;0 
n492;TraceData Ch2;042;Channel 8;0 
n492;TraceData Ch2;043;Channel 8;0 
n492;TraceData Ch2;044;Channel 8;0 
n492;TraceData Ch2;045;Channel 8;0 
n492;TraceData Ch2;046;Channel 8;0 
n492;TraceData Ch2;047;Channel 8;0 
n492;TraceData Ch2;048;Channel 8;0 
n492;TraceData Ch2;049;Channel 8;0 
n492;TraceData Ch2;050;Channel 8;0 
n492;TraceData Ch2;051;Channel 8;0 
n492;TraceData Ch2;052;Channel 8;0 
n492;TraceData Ch2;053;Channel 8;0 
n492;TraceData Ch2;054;Channel 8;0 
n492;TraceData Ch2;055;Channel 8;0 
n492;TraceData Ch2;056;Channel 8;0 
n492;TraceData Ch2;057;Channel 8;0 
n492;TraceData Ch2;058;Channel 8;0 
n492;TraceData Ch2;059;Channel 8;0 
n492;TraceData Ch2;060;Channel 8;0 
n492;TraceData Ch2;061;Channel 8;0 
n492;TraceData Ch2;062;Channel 8;0 
n492;TraceData Ch2;063;Channel 8;0 
n492;TraceData Ch2;064;Channel 8;0 
n492;TraceData Ch2;065;Channel 8;0 
n492;TraceData Ch2;066;Channel 8;0 
n492;TraceData Ch2;067;Channel 8;0 
n492;TraceData Ch2;068;Channel 8;0 
n492;TraceData Ch2;069;Channel 8;0 
n492;TraceData Ch2;070;Channel 8;0 
n492;TraceData Ch2;071;Channel 8;0 
n492;TraceData Ch2;072;Channel 8;0 
n492;TraceData Ch2;073;Channel 8;0 
n492;TraceData Ch2;074;Channel 8;0 
n492;TraceData Ch2;075;Channel 8;0 
n492;TraceData Ch2;076;Channel 8;0 
n492;TraceData Ch2;077;Channel 8;0 
n492;TraceData Ch2;078;Channel 8;0 
n492;TraceData Ch2;079;Channel 8;0 
n492;TraceData Ch2;080;Channel 8;0 
n492;TraceData Ch2;081;Channel 8;0 
n492;TraceData Ch2;082;Channel 8;0 
n492;TraceData Ch2;083;Channel 8;0 
n492;TraceData Ch2;084;Channel 8;0 
n492;TraceData Ch2;085;Channel 8;0 
n492;TraceData Ch2;086;Channel 8;0 
n492;TraceData Ch2;087;Channel 8;0 
n492;TraceData Ch2;088;Channel 8;0 
n492;TraceData Ch2;089;Channel 8;0 
n492;TraceData Ch2;090;Channel 8;0 
n492;TraceData Ch2;091;Channel 8;0 
n492;TraceData Ch2;092;Channel 8;0 
n492;TraceData Ch2;093;Channel 8;0 
n492;TraceData Ch2;094;Channel 8;0 
n492;TraceData Ch2;095;Channel 8;0 
n492;TraceData Ch2;096;Channel 8;0 
n492;TraceData Ch2;097;Channel 8;0 
n492;TraceData Ch2;098;Channel 8;0 
n492;TraceData Ch2;099;Channel 8;0 
n492;TraceData Ch2;100;Channel 8;0 
n493;TraceData Ch3;001;Channel 8;0 
n493;TraceData Ch3;002;Channel 8;25856 
n493;TraceData Ch3;003;Channel 8;0 
n493;TraceData Ch3;004;Channel 8;1 
n493;TraceData Ch3;005;Channel 8;22324 
n493;TraceData Ch3;006;Channel 8;8196 
n493;TraceData Ch3;007;Channel 8;11536 
n493;TraceData Ch3;008;Channel 8;15017 
n493;TraceData Ch3;009;Channel 8;40063 
n493;TraceData Ch3;010;Channel 8;13824 
n493;TraceData Ch3;011;Channel 8;56480 
n493;TraceData Ch3;012;Channel 8;15012 
n493;TraceData Ch3;013;Channel 8;0 
n493;TraceData Ch3;014;Channel 8;4688 
n493;TraceData Ch3;015;Channel 8;12800 
n493;TraceData Ch3;016;Channel 8;0 
n493;TraceData Ch3;017;Channel 8;557 
n493;TraceData Ch3;018;Channel 8;2785 
n493;TraceData Ch3;019;Channel 8;2560 
n493;TraceData Ch3;020;Channel 8;1 
n493;TraceData Ch3;021;Channel 8;1 
n493;TraceData Ch3;022;Channel 8;1 
n493;TraceData Ch3;023;Channel 8;1804 
n493;TraceData Ch3;024;Channel 8;14 
n493;TraceData Ch3;025;Channel 8;1 
n493;TraceData Ch3;026;Channel 8;0 
n493;TraceData Ch3;027;Channel 8;65522 
n493;TraceData Ch3;028;Channel 8;0 
n493;TraceData Ch3;029;Channel 8;4543 
n493;TraceData Ch3;030;Channel 8;15010 
n493;TraceData Ch3;031;Channel 8;200 
n493;TraceData Ch3;032;Channel 8;415 
n493;TraceData Ch3;033;Channel 8;5000 
n493;TraceData Ch3;034;Channel 8;1500 
n493;TraceData Ch3;035;Channel 8;3960 
n493;TraceData Ch3;036;Channel 8;0 
n493;TraceData Ch3;037;Channel 8;0 
n493;TraceData Ch3;038;Channel 8;0 
n493;TraceData Ch3;039;Channel 8;0 
n493;TraceData Ch3;040;Channel 8;0 
n493;TraceData Ch3;041;Channel 8;0 
n493;TraceData Ch3;042;Channel 8;0 
n493;TraceData Ch3;043;Channel 8;0 
n493;TraceData Ch3;044;Channel 8;0 
n493;TraceData Ch3;045;Channel 8;0 
n493;TraceData Ch3;046;Channel 8;0 
n493;TraceData Ch3;047;Channel 8;0 
n493;TraceData Ch3;048;Channel 8;0 
n493;TraceData Ch3;049;Channel 8;0 
n493;TraceData Ch3;050;Channel 8;0 
n493;TraceData Ch3;051;Channel 8;0 
n493;TraceData Ch3;052;Channel 8;0 
n493;TraceData Ch3;053;Channel 8;0 
n493;TraceData Ch3;054;Channel 8;0 
n493;TraceData Ch3;055;Channel 8;0 
n493;TraceData Ch3;056;Channel 8;0 
n493;TraceData Ch3;057;Channel 8;0 
n493;TraceData Ch3;058;Channel 8;0 
n493;TraceData Ch3;059;Channel 8;0 
n493;TraceData Ch3;060;Channel 8;0 
n493;TraceData Ch3;061;Channel 8;0 
n493;TraceData Ch3;062;Channel 8;0 
n493;TraceData Ch3;063;Channel 8;0 
n493;TraceData Ch3;064;Channel 8;0 
n493;TraceData Ch3;065;Channel 8;0 
n493;TraceData Ch3;066;Channel 8;0 
n493;TraceData Ch3;067;Channel 8;0 
n493;TraceData Ch3;068;Channel 8;0 
n493;TraceData Ch3;069;Channel 8;0 
n493;TraceData Ch3;070;Channel 8;0 
n493;TraceData Ch3;071;Channel 8;0 
n493;TraceData Ch3;072;Channel 8;0 
n493;TraceData Ch3;073;Channel 8;0 
n493;TraceData Ch3;074;Channel 8;0 
n493;TraceData Ch3;075;Channel 8;0 
n493;TraceData Ch3;076;Channel 8;0 
n493;TraceData Ch3;077;Channel 8;0 
n493;TraceData Ch3;078;Channel 8;0 
n493;TraceData Ch3;079;Channel 8;0 
n493;TraceData Ch3;080;Channel 8;0 
n493;TraceData Ch3;081;Channel 8;0 
n493;TraceData Ch3;082;Channel 8;0 
n493;TraceData Ch3;083;Channel 8;0 
n493;TraceData Ch3;084;Channel 8;0 
n493;TraceData Ch3;085;Channel 8;0 
n493;TraceData Ch3;086;Channel 8;0 
n493;TraceData Ch3;087;Channel 8;0 
n493;TraceData Ch3;088;Channel 8;0 
n493;TraceData Ch3;089;Channel 8;0 
n493;TraceData Ch3;090;Channel 8;0 
n493;TraceData Ch3;091;Channel 8;0 
n493;TraceData Ch3;092;Channel 8;0 
n493;TraceData Ch3;093;Channel 8;0 
n493;TraceData Ch3;094;Channel 8;0 
n493;TraceData Ch3;095;Channel 8;0 
n493;TraceData Ch3;096;Channel 8;0 
n493;TraceData Ch3;097;Channel 8;0 
n493;TraceData Ch3;098;Channel 8;0 
n493;TraceData Ch3;099;Channel 8;0 
n493;TraceData Ch3;100;Channel 8;0 
n494;TraceData Ch4;001;Channel 8;0 
n494;TraceData Ch4;002;Channel 8;25856 
n494;TraceData Ch4;003;Channel 8;0 
n494;TraceData Ch4;004;Channel 8;1 
n494;TraceData Ch4;005;Channel 8;22324 
n494;TraceData Ch4;006;Channel 8;8196 
n494;TraceData Ch4;007;Channel 8;11536 
n494;TraceData Ch4;008;Channel 8;15017 
n494;TraceData Ch4;009;Channel 8;40063 
n494;TraceData Ch4;010;Channel 8;13824 
n494;TraceData Ch4;011;Channel 8;56480 
n494;TraceData Ch4;012;Channel 8;15012 
n494;TraceData Ch4;013;Channel 8;0 
n494;TraceData Ch4;014;Channel 8;4688 
n494;TraceData Ch4;015;Channel 8;12800 
n494;TraceData Ch4;016;Channel 8;0 
n494;TraceData Ch4;017;Channel 8;557 
n494;TraceData Ch4;018;Channel 8;2785 
n494;TraceData Ch4;019;Channel 8;2560 
n494;TraceData Ch4;020;Channel 8;1 
n494;TraceData Ch4;021;Channel 8;1 
n494;TraceData Ch4;022;Channel 8;1 
n494;TraceData Ch4;023;Channel 8;1804 
n494;TraceData Ch4;024;Channel 8;14 
n494;TraceData Ch4;025;Channel 8;1 
n494;TraceData Ch4;026;Channel 8;0 
n494;TraceData Ch4;027;Channel 8;65522 
n494;TraceData Ch4;028;Channel 8;0 
n494;TraceData Ch4;029;Channel 8;4543 
n494;TraceData Ch4;030;Channel 8;15010 
n494;TraceData Ch4;031;Channel 8;200 
n494;TraceData Ch4;032;Channel 8;415 
n494;TraceData Ch4;033;Channel 8;5000 
n494;TraceData Ch4;034;Channel 8;1500 
n494;TraceData Ch4;035;Channel 8;3960 
n494;TraceData Ch4;036;Channel 8;0 
n494;TraceData Ch4;037;Channel 8;0 
n494;TraceData Ch4;038;Channel 8;0 
n494;TraceData Ch4;039;Channel 8;0 
n494;TraceData Ch4;040;Channel 8;0 
n494;TraceData Ch4;041;Channel 8;0 
n494;TraceData Ch4;042;Channel 8;0 
n494;TraceData Ch4;043;Channel 8;0 
n494;TraceData Ch4;044;Channel 8;0 
n494;TraceData Ch4;045;Channel 8;0 
n494;TraceData Ch4;046;Channel 8;0 
n494;TraceData Ch4;047;Channel 8;0 
n494;TraceData Ch4;048;Channel 8;0 
n494;TraceData Ch4;049;Channel 8;0 
n494;TraceData Ch4;050;Channel 8;0 
n494;TraceData Ch4;051;Channel 8;0 
n494;TraceData Ch4;052;Channel 8;0 
n494;TraceData Ch4;053;Channel 8;0 
n494;TraceData Ch4;054;Channel 8;0 
n494;TraceData Ch4;055;Channel 8;0 
n494;TraceData Ch4;056;Channel 8;0 
n494;TraceData Ch4;057;Channel 8;0 
n494;TraceData Ch4;058;Channel 8;0 
n494;TraceData Ch4;059;Channel 8;0 
n494;TraceData Ch4;060;Channel 8;0 
n494;TraceData Ch4;061;Channel 8;0 
n494;TraceData Ch4;062;Channel 8;0 
n494;TraceData Ch4;063;Channel 8;0 
n494;TraceData Ch4;064;Channel 8;0 
n494;TraceData Ch4;065;Channel 8;0 
n494;TraceData Ch4;066;Channel 8;0 
n494;TraceData Ch4;067;Channel 8;0 
n494;TraceData Ch4;068;Channel 8;0 
n494;TraceData Ch4;069;Channel 8;0 
n494;TraceData Ch4;070;Channel 8;0 
n494;TraceData Ch4;071;Channel 8;0 
n494;TraceData Ch4;072;Channel 8;0 
n494;TraceData Ch4;073;Channel 8;0 
n494;TraceData Ch4;074;Channel 8;0 
n494;TraceData Ch4;075;Channel 8;0 
n494;TraceData Ch4;076;Channel 8;0 
n494;TraceData Ch4;077;Channel 8;0 
n494;TraceData Ch4;078;Channel 8;0 
n494;TraceData Ch4;079;Channel 8;0 
n494;TraceData Ch4;080;Channel 8;0 
n494;TraceData Ch4;081;Channel 8;0 
n494;TraceData Ch4;082;Channel 8;0 
n494;TraceData Ch4;083;Channel 8;0 
n494;TraceData Ch4;084;Channel 8;0 
n494;TraceData Ch4;085;Channel 8;0 
n494;TraceData Ch4;086;Channel 8;0 
n494;TraceData Ch4;087;Channel 8;0 
n494;TraceData Ch4;088;Channel 8;0 
n494;TraceData Ch4;089;Channel 8;0 
n494;TraceData Ch4;090;Channel 8;0 
n494;TraceData Ch4;091;Channel 8;0 
n494;TraceData Ch4;092;Channel 8;0 
n494;TraceData Ch4;093;Channel 8;0 
n494;TraceData Ch4;094;Channel 8;0 
n494;TraceData Ch4;095;Channel 8;0 
n494;TraceData Ch4;096;Channel 8;0 
n494;TraceData Ch4;097;Channel 8;0 
n494;TraceData Ch4;098;Channel 8;0 
n494;TraceData Ch4;099;Channel 8;0 
n494;TraceData Ch4;100;Channel 8;0 
n495;TraceData Ch5;001;Channel 8;0 
n495;TraceData Ch5;002;Channel 8;25856 
n495;TraceData Ch5;003;Channel 8;0 
n495;TraceData Ch5;004;Channel 8;1 
n495;TraceData Ch5;005;Channel 8;22324 
n495;TraceData Ch5;006;Channel 8;8196 
n495;TraceData Ch5;007;Channel 8;11536 
n495;TraceData Ch5;008;Channel 8;15017 
n495;TraceData Ch5;009;Channel 8;40063 
n495;TraceData Ch5;010;Channel 8;13824 
n495;TraceData Ch5;011;Channel 8;56480 
n495;TraceData Ch5;012;Channel 8;15012 
n495;TraceData Ch5;013;Channel 8;0 
n495;TraceData Ch5;014;Channel 8;4688 
n495;TraceData Ch5;015;Channel 8;12800 
n495;TraceData Ch5;016;Channel 8;0 
n495;TraceData Ch5;017;Channel 8;557 
n495;TraceData Ch5;018;Channel 8;2785 
n495;TraceData Ch5;019;Channel 8;2560 
n495;TraceData Ch5;020;Channel 8;1 
n495;TraceData Ch5;021;Channel 8;1 
n495;TraceData Ch5;022;Channel 8;1 
n495;TraceData Ch5;023;Channel 8;1804 
n495;TraceData Ch5;024;Channel 8;14 
n495;TraceData Ch5;025;Channel 8;1 
n495;TraceData Ch5;026;Channel 8;0 
n495;TraceData Ch5;027;Channel 8;65522 
n495;TraceData Ch5;028;Channel 8;0 
n495;TraceData Ch5;029;Channel 8;4543 
n495;TraceData Ch5;030;Channel 8;15010 
n495;TraceData Ch5;031;Channel 8;200 
n495;TraceData Ch5;032;Channel 8;415 
n495;TraceData Ch5;033;Channel 8;5000 
n495;TraceData Ch5;034;Channel 8;1500 
n495;TraceData Ch5;035;Channel 8;3960 
n495;TraceData Ch5;036;Channel 8;0 
n495;TraceData Ch5;037;Channel 8;0 
n495;TraceData Ch5;038;Channel 8;0 
n495;TraceData Ch5;039;Channel 8;0 
n495;TraceData Ch5;040;Channel 8;0 
n495;TraceData Ch5;041;Channel 8;0 
n495;TraceData Ch5;042;Channel 8;0 
n495;TraceData Ch5;043;Channel 8;0 
n495;TraceData Ch5;044;Channel 8;0 
n495;TraceData Ch5;045;Channel 8;0 
n495;TraceData Ch5;046;Channel 8;0 
n495;TraceData Ch5;047;Channel 8;0 
n495;TraceData Ch5;048;Channel 8;0 
n495;TraceData Ch5;049;Channel 8;0 
n495;TraceData Ch5;050;Channel 8;0 
n495;TraceData Ch5;051;Channel 8;0 
n495;TraceData Ch5;052;Channel 8;0 
n495;TraceData Ch5;053;Channel 8;0 
n495;TraceData Ch5;054;Channel 8;0 
n495;TraceData Ch5;055;Channel 8;0 
n495;TraceData Ch5;056;Channel 8;0 
n495;TraceData Ch5;057;Channel 8;0 
n495;TraceData Ch5;058;Channel 8;0 
n495;TraceData Ch5;059;Channel 8;0 
n495;TraceData Ch5;060;Channel 8;0 
n495;TraceData Ch5;061;Channel 8;0 
n495;TraceData Ch5;062;Channel 8;0 
n495;TraceData Ch5;063;Channel 8;0 
n495;TraceData Ch5;064;Channel 8;0 
n495;TraceData Ch5;065;Channel 8;0 
n495;TraceData Ch5;066;Channel 8;0 
n495;TraceData Ch5;067;Channel 8;0 
n495;TraceData Ch5;068;Channel 8;0 
n495;TraceData Ch5;069;Channel 8;0 
n495;TraceData Ch5;070;Channel 8;0 
n495;TraceData Ch5;071;Channel 8;0 
n495;TraceData Ch5;072;Channel 8;0 
n495;TraceData Ch5;073;Channel 8;0 
n495;TraceData Ch5;074;Channel 8;0 
n495;TraceData Ch5;075;Channel 8;0 
n495;TraceData Ch5;076;Channel 8;0 
n495;TraceData Ch5;077;Channel 8;0 
n495;TraceData Ch5;078;Channel 8;0 
n495;TraceData Ch5;079;Channel 8;0 
n495;TraceData Ch5;080;Channel 8;0 
n495;TraceData Ch5;081;Channel 8;0 
n495;TraceData Ch5;082;Channel 8;0 
n495;TraceData Ch5;083;Channel 8;0 
n495;TraceData Ch5;084;Channel 8;0 
n495;TraceData Ch5;085;Channel 8;0 
n495;TraceData Ch5;086;Channel 8;0 
n495;TraceData Ch5;087;Channel 8;0 
n495;TraceData Ch5;088;Channel 8;0 
n495;TraceData Ch5;089;Channel 8;0 
n495;TraceData Ch5;090;Channel 8;0 
n495;TraceData Ch5;091;Channel 8;0 
n495;TraceData Ch5;092;Channel 8;0 
n495;TraceData Ch5;093;Channel 8;0 
n495;TraceData Ch5;094;Channel 8;0 
n495;TraceData Ch5;095;Channel 8;0 
n495;TraceData Ch5;096;Channel 8;0 
n495;TraceData Ch5;097;Channel 8;0 
n495;TraceData Ch5;098;Channel 8;0 
n495;TraceData Ch5;099;Channel 8;0 
n495;TraceData Ch5;100;Channel 8;0 
n496;TraceData Ch6;001;Channel 8;0 
n496;TraceData Ch6;002;Channel 8;25856 
n496;TraceData Ch6;003;Channel 8;0 
n496;TraceData Ch6;004;Channel 8;1 
n496;TraceData Ch6;005;Channel 8;22324 
n496;TraceData Ch6;006;Channel 8;8196 
n496;TraceData Ch6;007;Channel 8;11536 
n496;TraceData Ch6;008;Channel 8;15017 
n496;TraceData Ch6;009;Channel 8;40063 
n496;TraceData Ch6;010;Channel 8;13824 
n496;TraceData Ch6;011;Channel 8;56480 
n496;TraceData Ch6;012;Channel 8;15012 
n496;TraceData Ch6;013;Channel 8;0 
n496;TraceData Ch6;014;Channel 8;4688 
n496;TraceData Ch6;015;Channel 8;12800 
n496;TraceData Ch6;016;Channel 8;0 
n496;TraceData Ch6;017;Channel 8;557 
n496;TraceData Ch6;018;Channel 8;2785 
n496;TraceData Ch6;019;Channel 8;2560 
n496;TraceData Ch6;020;Channel 8;1 
n496;TraceData Ch6;021;Channel 8;1 
n496;TraceData Ch6;022;Channel 8;1 
n496;TraceData Ch6;023;Channel 8;1804 
n496;TraceData Ch6;024;Channel 8;14 
n496;TraceData Ch6;025;Channel 8;1 
n496;TraceData Ch6;026;Channel 8;0 
n496;TraceData Ch6;027;Channel 8;65522 
n496;TraceData Ch6;028;Channel 8;0 
n496;TraceData Ch6;029;Channel 8;4543 
n496;TraceData Ch6;030;Channel 8;15010 
n496;TraceData Ch6;031;Channel 8;200 
n496;TraceData Ch6;032;Channel 8;415 
n496;TraceData Ch6;033;Channel 8;5000 
n496;TraceData Ch6;034;Channel 8;1500 
n496;TraceData Ch6;035;Channel 8;3960 
n496;TraceData Ch6;036;Channel 8;0 
n496;TraceData Ch6;037;Channel 8;0 
n496;TraceData Ch6;038;Channel 8;0 
n496;TraceData Ch6;039;Channel 8;0 
n496;TraceData Ch6;040;Channel 8;0 
n496;TraceData Ch6;041;Channel 8;0 
n496;TraceData Ch6;042;Channel 8;0 
n496;TraceData Ch6;043;Channel 8;0 
n496;TraceData Ch6;044;Channel 8;0 
n496;TraceData Ch6;045;Channel 8;0 
n496;TraceData Ch6;046;Channel 8;0 
n496;TraceData Ch6;047;Channel 8;0 
n496;TraceData Ch6;048;Channel 8;0 
n496;TraceData Ch6;049;Channel 8;0 
n496;TraceData Ch6;050;Channel 8;0 
n496;TraceData Ch6;051;Channel 8;0 
n496;TraceData Ch6;052;Channel 8;0 
n496;TraceData Ch6;053;Channel 8;0 
n496;TraceData Ch6;054;Channel 8;0 
n496;TraceData Ch6;055;Channel 8;0 
n496;TraceData Ch6;056;Channel 8;0 
n496;TraceData Ch6;057;Channel 8;0 
n496;TraceData Ch6;058;Channel 8;0 
